"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 12 15:30:38 GMT 2023","Fri May 12 15:30:41 GMT 2023","3123","","test.MyOwnTest","","test.MyOwnTest","xCar","xCar()",""
"broken","Fri May 12 15:30:42 GMT 2023","Fri May 12 15:30:43 GMT 2023","1182","","test.HomeWorkTest","","test.HomeWorkTest","hotels","hotels()",""
