"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 12 15:43:35 GMT 2023","Fri May 12 15:43:40 GMT 2023","5770","","test.MyOwnTest","","test.MyOwnTest","xCar","xCar()",""
"broken","Fri May 12 15:43:41 GMT 2023","Fri May 12 15:43:42 GMT 2023","1169","","test.HomeWorkTest","","test.HomeWorkTest","hotels","hotels()",""
