"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri May 12 14:51:13 GMT 2023","Fri May 12 14:51:14 GMT 2023","1154","","test.HomeWorkTest","","test.HomeWorkTest","hotels","hotels()",""
"broken","Fri May 12 14:51:09 GMT 2023","Fri May 12 14:51:13 GMT 2023","3978","","test.MyOwnTest","","test.MyOwnTest","xCar","xCar()",""
